rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
185,AIRFLOW-1013,AIRFLOW,1489976523000,1556721672000,Bug,Closed,Critical,2,1999,"airflow/jobs.py:manage_slas() exception for @once dag Getting following exception {noformat} [2017-03-19 20:16:25,786] {jobs.py:354} DagFileProcessor2638 ERROR - Got an exception! Propagating... Traceback (most recent call last): File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 346, in helper pickle_dags) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 1581, in process_file self._process_dags(dagbag, dags, ti_keys_to_schedule) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 1175, in _process_dags self.manage_slas(dag) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 595, in manage_slas while dttm < datetime.now(): TypeError: can't compare datetime.datetime to NoneType {noformat} Exception is in airflow/jobs.py:manage_slas() : https://github.com/apache/incubator-airflow/blob/v1-8-stable/airflow/jobs.py#L595 {code} ts = datetime.now() SlaMiss = models.SlaMiss for ti in max_tis: task = dag.get_task(ti.task_id) dttm = ti.execution_date if task.sla: dttm = dag.following_schedule(dttm) >>> while dttm < datetime.now(): <<< here following_schedule = dag.following_schedule(dttm) if following_schedule + task.sla < datetime.now(): session.merge(models.SlaMiss( task_id=ti.task_id, {code} It seems that dag.following_schedule() returns None for @once dag? Here's how dag is defined: {code} main_dag = DAG( dag_id = 'DISCOVER-Oracle-Load', default_args = default_args, user_defined_macros = dag_macros, start_date = datetime.now(), catchup = False, schedule_interval = '@once', concurrency = 2, max_active_runs = 1, dagrun_timeout = timedelta(days=4), ) {code}"
186,AIRFLOW-1017,AIRFLOW,1490044346000,1490822117000,Bug,Resolved,Critical,2,311,"get_task_instance should return None instead of throw an exception for non-existent TIs We were seeing errors in our scheduler like the following due to this issue: File ""/usr/local/lib/python2.7/dist-packages/sqlalchemy/orm/query.py"", line 2796, in one raise orm_exc.NoResultFound(""No row was found for one()"")"
187,AIRFLOW-1019,AIRFLOW,1490057243000,1516027276000,Improvement,Resolved,Critical,2,512,active_dagruns shouldn't include paused DAGs Since 1.8.0 Airflow resets orphaned tasks (tasks that are in the DB but not in the executor's memory). The problem is that Airflow counts dagruns in paused DAGs as running as long as the dagruns state is running. Instead we should join against non-paused DAGs everywhere we calculate active dagruns (e.g. in _process_task_instances in the Scheduler class in jobs.py). If there are enough paused DAGs it brings the scheduler to a halt especially on scheduler restarts.
188,AIRFLOW-1024,AIRFLOW,1490131066000,1497368168000,Bug,Resolved,Critical,2,453,"Handle CeleryExecutor errors gracefully If the Airflow celery executor receives a bad response from a worker (e.g. unpickled response), then it will crash the scheduler and cause it to restart. We should code defensively around the interactions with celery so that we just log errors instead of crashing the scheduler. It might makes sense to make the try catches one level higher (to catch errors from all executors), but this needs some investigation."
189,AIRFLOW-1026,AIRFLOW,1490158006000,1544454057000,Bug,Resolved,Critical,2,846,"connection string using _cmd tin airflow.cfg is broken sql_alchemy_conn_cmd = python ./pipeline/dags/configure.py I am expectiing configure.py to be invoked. But it just throws: ""cannot use sqlite with the LocalExecutor"" The connection string that my script ""configure.py"" would return is something like this: mysql+mysqldb://username:**@mysqlhostname:3306/airflowdbname But after debugging, I found that, my script is not getting invoked at all. This is my airflow.cfg: executor = LocalExecutor sql_alchemy_conn_cmd = python ./pipeline/dags/configure.py sql_alchemy_pool_size = 5 sql_alchemy_pool_recycle = 3600 I tried not using the script and directly hardcoding the conn_url sql_alchemy_conn = mysql+mysqldb://username:**@mysqlhostname:3306/airflowdbname It works. But there is a regression bug if somebody wants to use ""sql_alchemy_conn_cmd"""
190,AIRFLOW-1055,AIRFLOW,1490855447000,1535980874000,Bug,Closed,Critical,2,2588,"airflow/jobs.py:create_dag_run() exception for @once dag when catchup = False Getting following exception {noformat} [2017-03-19 20:16:25,786] {jobs.py:354} DagFileProcessor2638 ERROR - Got an exception! Propagating... Traceback (most recent call last): File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 346, in helper pickle_dags) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 1581, in process_file self._process_dags(dagbag, dags, ti_keys_to_schedule) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 1175, in _process_dags self.manage_slas(dag) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/opt/cloudera/parcels/Anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 595, in manage_slas while dttm < datetime.now(): TypeError: can't compare datetime.datetime to NoneType {noformat} Exception is in airflow/jobs.py:manage_slas() : https://github.com/apache/incubator-airflow/blob/v1-8-stable/airflow/jobs.py#L595 {code} ts = datetime.now() SlaMiss = models.SlaMiss for ti in max_tis: task = dag.get_task(ti.task_id) dttm = ti.execution_date if task.sla: dttm = dag.following_schedule(dttm) >>> while dttm < datetime.now(): <<< here following_schedule = dag.following_schedule(dttm) if following_schedule + task.sla < datetime.now(): session.merge(models.SlaMiss( task_id=ti.task_id, {code} It seems that dag.following_schedule() returns None for @once dag? Here's how dag is defined: {code} import datetime as dt import airflow from airflow.models import DAG from airflow.operators.dummy_operator import DummyOperator from datetime import datetime, timedelta def sla_alert_func(dag, task_list, blocking_task_list, slas, blocking_tis): print('Executing SLA miss callback') now = datetime.now() now_to_the_hour = now.replace(hour=now.time().hour, minute=0, second=0, microsecond=0) START_DATE = now_to_the_hour + timedelta(hours=-3) DAG_NAME = 'manage_sla_once_dag' default_args = { 'owner': 'sanand', 'depends_on_past': False, 'start_date': START_DATE, 'sla': timedelta(hours=2) } dag = DAG( dag_id = 'manage_sla_once_dag', default_args = default_args, catchup = False, schedule_interval = '@once', sla_miss_callback = sla_alert_func ) task1 = DummyOperator(task_id='task1', dag=dag) {code} This issue works if catchup = True."
191,AIRFLOW-1092,AIRFLOW,1491810593000,1543412278000,Bug,Closed,Critical,2,302,"{{execution_date}} not matching '%Y-%m-%d %H:%M:%S.%f' Hi there, I was trying to use datetime.strptime({{ execution_date }}, '%Y-%m-%d %H:%M:%S.%f') to format some files names, but an error was returned saying {{ execution_date }} format is not matching the provided one. Could anyone take a look? Thx!"
192,AIRFLOW-1147,AIRFLOW,1493149338000,1535980947000,Bug,Closed,Critical,2,884,"airflow scheduler not working I've created some `DAG`s, and I tried to put it on scheduler. I want to run all the tasks in the DAG after exact 24 hours. I tried to do something like this. {code} DEFAULT_ARGS = { 'owner' : 'mubin', 'depends_on_past' : False, 'start_date' : datetime(2017, 4, 24, 14, 30), 'retries' : 5, 'retry_delay' : timedetla(1), } SCHEDULE_INTERVAL = timedelta(minutes=1440) # SCHEDULE_INTERVAL = timedelta(hours=24) # SCHEDULE_INTERVAL = timedelta(days=1) dag = DAG('StandardizeDataDag', default_args = DEFAULT_ARGS, schedule_interval = SCHEDULE_INTERVAL ) {code} I tried to put different intervals, but not any working. However if I try to reset db {code} airflow resetdb -y {code} and then run {code} airflow initdb {code} , it works for once. then after that, scheduler isn't able to run it. PS. {code} airflow scheduler {code} executed from {code} root {code}"
193,AIRFLOW-1153,AIRFLOW,1493262183000,1562842659000,Bug,Resolved,Critical,2,618,"params in HiveOperator constructor can't be passed into Hive execution context params parameter in HiveOperator can't be imported into Hive executation context. so the following centence won't work, because 'mynumber' doesn't work for sql sentence. test_hiveoperator = HiveOperator( task_id='hive_test', hiveconf_jinja_translate=True, hql = ''' use myDB; INSERT OVERWRITE TABLE t2 select * from t1 where t1.x > ' ${hiveconf:mynumber}' ''', params={'mynumber': 2}, dag=dag ) this modification pass the 'params' in HiveOperator construction to Hive sql execution context. The the variable definition can pass to hive sql"
194,AIRFLOW-1157,AIRFLOW,1493321648000,1535980835000,Bug,Resolved,Critical,2,4601,"Assigning a task to a pool that doesn't exist crashes the scheduler If a dag is run that contains a task using a pool that doesn't exist, the scheduler will crash. Manually triggering the run of this dag on an environment without a pool named 'a_non_existent_pool' will crash the scheduler: {code} from datetime import datetime from airflow.models import DAG from airflow.operators.dummy_operator import DummyOperator dag = DAG(dag_id='crash_scheduler', start_date=datetime(2017,1,1), schedule_interval=None) t1 = DummyOperator(task_id='crash', pool='a_non_existent_pool', dag=dag) {code} Here is the relevant log output on the scheduler: {noformat} [2017-04-27 19:31:24,816] {dag_processing.py:559} INFO - Processor for /opt/airflow/dags/test-3.py finished [2017-04-27 19:31:24,817] {dag_processing.py:559} INFO - Processor for /opt/airflow/dags/test_s3_file_move.py finished [2017-04-27 19:31:24,819] {dag_processing.py:627} INFO - Started a process (PID: 124) to generate tasks for /opt/airflow/dags/crash_scheduler.py - logging into /tmp/airflow/scheduler/logs/2017-04-27/crash_scheduler.py.log [2017-04-27 19:31:24,822] {dag_processing.py:627} INFO - Started a process (PID: 125) to generate tasks for /opt/airflow/dags/configuration/constants.py - logging into /tmp/airflow/scheduler/logs/2017-04-27/configuration/constants.py.log [2017-04-27 19:31:24,847] {jobs.py:1007} INFO - Tasks up for execution: <TaskInstance: move_s3_file_test.move_files 2017-04-27 19:31:22.298893 [scheduled]> [2017-04-27 19:31:24,849] {jobs.py:1030} INFO - Figuring out tasks to run in Pool(name=None) with 128 open slots and 1 task instances in queue [2017-04-27 19:31:24,856] {jobs.py:1078} INFO - DAG move_s3_file_test has 0/16 running tasks [2017-04-27 19:31:24,856] {jobs.py:1105} INFO - Sending to executor (u'move_s3_file_test', u'move_files', datetime.datetime(2017, 4, 27, 19, 31, 22, 298893)) with priority 1 and queue MVSANDBOX-airflow-DEV-dev [2017-04-27 19:31:24,859] {jobs.py:1116} INFO - Setting state of (u'move_s3_file_test', u'move_files', datetime.datetime(2017, 4, 27, 19, 31, 22, 298893)) to queued [2017-04-27 19:31:24,867] {base_executor.py:50} INFO - Adding to queue: airflow run move_s3_file_test move_files 2017-04-27T19:31:22.298893 --local -sd /opt/airflow/dags/test_s3_file_move.py [2017-04-27 19:31:24,867] {jobs.py:1440} INFO - Heartbeating the executor [2017-04-27 19:31:24,872] {celery_executor.py:78} INFO - [celery] queuing (u'move_s3_file_test', u'move_files', datetime.datetime(2017, 4, 27, 19, 31, 22, 298893)) through celery, queue=MVSANDBOX-airflow-DEV-dev [2017-04-27 19:31:25,974] {jobs.py:1404} INFO - Heartbeating the process manager [2017-04-27 19:31:25,975] {dag_processing.py:559} INFO - Processor for /opt/airflow/dags/crash_scheduler.py finished [2017-04-27 19:31:25,975] {dag_processing.py:559} INFO - Processor for /opt/airflow/dags/configuration/constants.py finished [2017-04-27 19:31:25,977] {dag_processing.py:627} INFO - Started a process (PID: 128) to generate tasks for /opt/airflow/dags/example_s3_sensor.py - logging into /tmp/airflow/scheduler/logs/2017-04-27/example_s3_sensor.py.log [2017-04-27 19:31:25,980] {dag_processing.py:627} INFO - Started a process (PID: 129) to generate tasks for /opt/airflow/dags/test-4.py - logging into /tmp/airflow/scheduler/logs/2017-04-27/test-4.py.log [2017-04-27 19:31:26,004] {jobs.py:1007} INFO - Tasks up for execution: <TaskInstance: crash_scheduler.crash 2017-04-27 19:30:51.948542 [scheduled]> [2017-04-27 19:31:26,006] {jobs.py:1311} INFO - Exited execute loop [2017-04-27 19:31:26,008] {jobs.py:1325} INFO - Terminating child PID: 128 [2017-04-27 19:31:26,008] {jobs.py:1325} INFO - Terminating child PID: 129 [2017-04-27 19:31:26,008] {jobs.py:1329} INFO - Waiting up to 5s for processes to exit... Traceback (most recent call last): File ""/usr/bin/airflow"", line 28, in <module> args.func(args) File ""/usr/lib/python2.7/site-packages/airflow/bin/cli.py"", line 839, in scheduler job.run() File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 200, in run self._execute() File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 1309, in _execute self._execute_helper(processor_manager) File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 1437, in _execute_helper (State.SCHEDULED,)) File ""/usr/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 1025, in _execute_task_instances open_slots = pools[pool].open_slots(session=session) KeyError: u'a_non_existant_pool' {noformat}"
195,AIRFLOW-1183,AIRFLOW,1494342970000,1535980901000,Bug,Closed,Critical,2,742,"How to pass Spark URL for standalone cluster? How can I pass my Spark URL? When I look in the logs I see `--master` is pointed to ""yarn."" Also, the same thing for `cluster-mode`. I tried passing it within the function but I'm getting an error. *Error* {code} PendingDeprecationWarning: Invalid arguments were passed to SparkSubmitOperator. Support for passing such arguments will be dropped in Airflow 2.0. Invalid arguments were: *args: () **kwargs: {'deploy_mode': 'cluster', 'java_class': 'SimpleApp'} {code} *Code* {code} testSpark = SparkSubmitOperator( task_id='test-spark', deploy_mode='cluster', application='src/main/scala/target/scala-2.11/simple-project_2.11-1.0.jar', java_class='SimpleApp', deploy_mode='cluster', dag=dag) {code}"
